Day Number,Day of the Year,Date,"Air Temperature (24hr, K)",Air Temperature (24hr) strength,"Air Temperature (daytime, K)",Air Temperature (daytime) strength,"Relative Humidity (24hr, fraction)",Relative Humidity (24hr) strength,"Relative Humidity (daytime, fraction)",Relative Humidity (daytime) strength,"Pressure (24hr, kPa)",Pressure (24hr) strength,"Pressure (daytime, kPa)",Pressure (12hr) strength,"Soil Moisture (24hr, %)",Soil Moisture (24hr) strength,"Soil Moisture (daytime, %)",Soil Moisture (daytime) strength,"Net Radiation (24hr, W/m^2)",Net Radiation (24hr) strength,"Net Radiation (daytime, W/m^2)",Net Radiation (daytime) strength,"Ground Heat Flux (24hr, W/m^2)",Ground Heat Flux (24hr) strength,"Ground Heat Flux (daytime, W/m^2)",Ground Heat Flux (daytime) strength,"Latent Heat Flux (24hr, W/m^2)",Latent Heat Flux (24hr) strength,"Latent Heat Flux (daytime, W/m^2)",Latent Heat Flux (daytime) strength,"Sensible Heat Flux (24hr, W/m^2)",Sensible Heat Flux (24hr) strength,"Sensible Heat Flux (daytime, W/m^2)",Sensible Heat Flux (daytime) strength,Precipitation (m),Snowfall (m),Day Number,Day of the Year,Date
109,109,19-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,109,109,34078
110,110,20-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,110,110,34079
111,111,21-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,111,111,34080
112,112,22-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,112,112,34081
113,113,23-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,113,113,34082
114,114,24-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.001016,0,114,114,34083
115,115,25-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,115,115,34084
116,116,26-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,116,116,34085
117,117,27-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,117,117,34086
118,118,28-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.057912,0,118,118,34087
119,119,29-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,119,119,34088
120,120,30-Apr-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,120,120,34089
121,121,01-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.030226,0,121,121,34090
122,122,02-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.000762,0,122,122,34091
123,123,03-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,123,123,34092
124,124,04-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,124,124,34093
125,125,05-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,125,125,34094
126,126,06-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.0127,0,126,126,34095
127,127,07-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.002794,0,127,127,34096
128,128,08-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.09779,0,128,128,34097
129,129,09-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.004572,0,129,129,34098
130,130,10-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.001778,0,130,130,34099
131,131,11-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.007112,0,131,131,34100
132,132,12-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,132,132,34101
133,133,13-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,133,133,34102
134,134,14-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,134,134,34103
135,135,15-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,135,135,34104
136,136,16-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,136,136,34105
137,137,17-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.001524,0,137,137,34106
138,138,18-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.00508,0,138,138,34107
139,139,19-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.00127,0,139,139,34108
140,140,20-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,140,140,34109
141,141,21-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,141,141,34110
142,142,22-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.042418,0,142,142,34111
143,143,23-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.003302,0,143,143,34112
144,144,24-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,144,144,34113
145,145,25-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,145,145,34114
146,146,26-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,146,146,34115
147,147,27-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,147,147,34116
148,148,28-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.002032,0,148,148,34117
149,149,29-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,149,149,34118
150,150,30-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,150,150,34119
151,151,31-May-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,151,151,34120
152,152,01-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,152,152,34121
153,153,02-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,153,153,34122
154,154,03-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,154,154,34123
155,155,04-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,155,155,34124
156,156,05-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,156,156,34125
157,157,06-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,157,157,34126
158,158,07-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.00381,0,158,158,34127
159,159,08-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.002032,0,159,159,34128
160,160,09-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.017272,0,160,160,34129
161,161,10-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,161,161,34130
162,162,11-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,162,162,34131
163,163,12-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,163,163,34132
164,164,13-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,164,164,34133
165,165,14-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,165,165,34134
166,166,15-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,166,166,34135
167,167,16-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,167,167,34136
168,168,17-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,168,168,34137
169,169,18-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,169,169,34138
170,170,19-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.0508,0,170,170,34139
171,171,20-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,171,171,34140
172,172,21-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,172,172,34141
173,173,22-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,173,173,34142
174,174,23-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,174,174,34143
175,175,24-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,175,175,34144
176,176,25-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,176,176,34145
177,177,26-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.008128,0,177,177,34146
178,178,27-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,178,178,34147
179,179,28-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,179,179,34148
180,180,29-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,180,180,34149
181,181,30-Jun-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,181,181,34150
182,182,01-Jul-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,182,182,34151
183,183,02-Jul-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,183,183,34152
184,184,03-Jul-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,184,184,34153
185,185,04-Jul-93,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,185,185,34154
186,186,05-Jul-93,28.414921,38,28.99336,25,0.703311,38,0.693132,25,96.146737,38,96.12328,25,17.950342,38,18.063336,25,216.716211,38,337.603,25,-13.697241,38,-22.697472,25,121.365729,38,152.697856,25,-101.156757,37,-162.20532,25,0,0,186,186,34155
187,187,06-Jul-93,28.206333,48,29.48548,25,0.688915,48,0.660828,25,96.398479,48,96.44384,25,17.970854,48,18.062544,25,141.98371,48,292.49532,25,-7.686866,48,-19.111079,25,102.055396,47,179.532324,25,-44.425552,48,-93.852896,25,0.013208,0,187,187,34156
188,188,07-Jul-93,26.720167,48,28.80352,25,0.720273,48,0.6787,25,96.509938,48,96.51904,25,21.553296,48,22.078632,25,135.356335,48,271.754092,25,-4.739954,48,-18.952069,25,147.70296,48,203.829188,25,-11.657813,45,-63.687621,24,0.001524,0,188,188,34157
189,189,08-Jul-93,28.533396,48,29.90792,25,0.63836,48,0.606684,25,96.499083,48,96.54992,25,20.902383,48,21.016672,25,181.300038,48,379.181712,25,-9.737658,48,-24.22107,25,136.28679,48,203.514404,25,-42.285268,47,-151.44512,25,0,0,189,189,34158
190,190,09-Jul-93,28.1425,48,29.9016,25,0.625996,48,0.584568,25,96.709396,48,96.78348,25,18.942812,48,19.033144,25,180.273371,48,377.658672,25,-9.37246,48,-24.891699,25,122.986906,48,205.178592,25,-47.91345,48,-147.587584,25,0,0,190,190,34159
191,191,10-Jul-93,28.406208,48,30.71944,25,0.601038,48,0.528704,25,96.913063,48,96.95844,25,17.001667,48,17.074672,25,178.175506,48,369.511252,25,-9.435253,48,-25.361186,25,126.998452,48,209.384112,25,-41.741917,48,-134.76628,25,0,0,191,191,34160
192,192,11-Jul-93,28.439167,48,30.57972,25,0.638494,48,0.586532,25,96.757021,48,96.79384,25,15.370606,48,15.419029,25,177.670769,48,368.2612,25,-10.61855,48,-26.460447,25,127.3129,48,219.103432,25,-45.464302,47,-137.365242,24,0,0,192,192,34161
193,193,12-Jul-93,27.905255,47,29.9678,25,0.684326,47,0.61434,25,96.603681,47,96.63996,25,14.183104,47,14.222597,25,170.841519,47,335.050416,25,-9.717746,47,-23.407811,25,111.108977,47,195.7882,25,-50.014483,47,-115.853668,25,0.00508,0,193,193,34162
194,194,13-Jul-93,26.043354,48,25.70972,25,0.800835,48,0.858788,25,96.521812,48,96.55568,25,20.226088,48,21.935591,25,93.291392,48,189.392996,25,-5.093848,48,-13.670112,25,97.289706,48,141.637004,25,-0.986222,46,-34.085928,25,0.013208,0,194,194,34163
195,195,14-Jul-93,23.913021,48,23.65892,25,0.916598,48,0.934904,25,96.829875,48,96.88528,25,24.039025,48,24.212936,25,65.678413,48,131.89106,25,-2.006163,48,-8.042308,25,54.267162,47,90.332616,25,-16.649204,48,-33.515956,25,0.005588,0,195,195,34164
196,196,15-Jul-93,26.352333,48,28.42864,25,0.773919,48,0.711672,25,96.887771,48,96.96104,25,24.242483,48,24.26764,25,156.300527,48,311.93244,25,-9.957187,48,-27.989167,25,111.890634,47,195.175884,25,-41.26291,48,-88.769252,25,0,0,196,196,34165
197,197,16-Jul-93,27.590896,48,29.74416,25,0.656704,48,0.605636,25,96.70775,48,96.75872,25,24.011421,48,24.047024,25,182.997554,48,377.698856,25,-9.271501,48,-28.013929,25,125.881152,48,222.750392,25,-47.844779,48,-126.934096,25,0,0,197,197,34166
198,198,17-Jul-93,28.596229,48,30.5822,25,0.691279,48,0.641752,25,96.686063,48,96.7466,25,23.499392,48,23.551896,25,185.28655,48,378.099336,25,-11.769196,48,-29.175261,25,117.939238,48,213.289968,25,-55.578683,48,-135.635032,25,0,0,198,198,34167
199,199,18-Jul-93,28.962583,48,31.20804,25,0.676965,48,0.600052,25,96.946062,48,97.01176,25,22.663842,48,22.720952,25,177.914144,48,359.223116,25,-11.991042,48,-29.487982,25,123.344558,48,206.319232,25,-58.857157,46,-123.415208,25,0,0,199,199,34168
200,200,19-Jul-93,28.533542,48,30.81132,25,0.625042,48,0.55168,25,97.153292,48,97.24156,25,21.287521,48,21.398824,25,184.047229,48,372.4664,25,-9.144213,48,-27.893786,25,148.188673,48,238.29904,25,-40.531387,47,-106.274008,25,0,0,200,200,34169
201,201,20-Jul-93,28.40875,48,31.00896,25,0.642306,48,0.543956,25,97.0285,48,97.10532,25,19.284937,48,19.365312,25,175.327573,48,354.95408,25,-8.899691,48,-27.159765,25,124.337098,48,222.545432,25,-42.090127,48,-105.247956,25,0,0,201,201,34170
202,202,21-Jul-93,27.832804,46,30.362348,23,0.68018,46,0.59287,23,96.771587,46,96.827783,23,17.247704,46,17.274096,23,160.611541,46,342.200761,23,-6.74111,46,-16.936955,23,102.64566,47,205.523196,24,-48.971226,46,-110.760778,23,0,0,202,202,34171
203,203,22-Jul-93,28.755437,48,31.01332,25,0.655354,48,0.601112,25,96.660729,48,96.73596,25,15.489196,48,15.540808,25,183.361567,48,373.127848,25,-9.507617,48,-18.305361,25,133.880221,48,216.015192,25,-50.616955,47,-138.806516,25,0,0,203,203,34172
204,204,23-Jul-93,30.584729,48,32.55188,25,0.550548,48,0.505548,25,96.495646,48,96.53492,25,13.947508,48,13.992466,25,172.712254,48,357.738628,25,-9.786231,48,-16.996598,25,134.959426,47,224.08192,25,-41.851035,48,-116.660268,25,0,0,204,204,34173
205,205,24-Jul-93,31.838562,48,33.29228,25,0.53409,48,0.529412,25,96.399042,48,96.428,25,12.745746,48,12.805151,25,174.762227,48,364.794676,25,-11.059493,48,-18.084213,25,132.568354,48,220.086,25,-31.135081,48,-126.625876,25,0,0,205,205,34174
206,206,25-Jul-93,30.996979,48,33.0292,25,0.537981,48,0.526532,25,96.688667,48,96.74916,25,11.782831,48,11.837803,25,166.875485,48,346.293676,25,-10.662852,48,-18.344719,25,126.389042,48,213.5086,25,-29.823454,48,-114.440152,25,0,0,206,206,34175
207,207,26-Jul-93,29.657667,48,32.0822,25,0.488233,48,0.47806,25,96.747604,48,96.80352,25,11.078351,48,11.148916,25,169.636067,48,358.6127,25,-7.231648,48,-15.532309,25,128.35034,48,222.021572,25,-34.054044,48,-121.058724,25,0,0,207,207,34176
208,208,27-Jul-93,29.413625,48,31.77316,25,0.47511,48,0.456196,25,96.617583,48,96.64908,25,10.508055,48,10.577944,25,168.0158,48,353.74648,25,-6.770759,48,-14.391296,25,119.69209,48,210.41524,25,-41.553331,48,-128.940556,25,0,0,208,208,34177
209,209,28-Jul-93,30.430167,48,32.98268,25,0.555985,48,0.49232,25,96.986104,48,97.05968,25,10.184819,48,10.282424,25,173.317731,48,353.698164,25,-9.355994,48,-17.139113,25,133.675579,48,235.228424,25,-30.28655,48,-101.331336,25,0,0,209,209,34178
210,210,29-Jul-93,31.075938,48,33.75864,25,0.540279,48,0.462912,25,97.201104,48,97.27676,25,9.968143,48,10.068778,25,172.46751,48,349.22018,25,-9.897551,48,-17.199186,25,110.998788,48,209.304404,25,-58.97394,47,-140.178062,24,0,0,210,210,34179
211,211,30-Jul-93,31.156854,48,34.1382,25,0.564058,48,0.473284,25,97.146375,48,97.18696,25,9.787155,48,9.893934,25,169.667679,48,347.905076,25,-10.056563,48,-17.29249,25,65.978977,48,139.164308,25,-93.631217,48,-191.446552,25,0,0,211,211,34180
212,212,31-Jul-93,31.969708,48,34.49596,25,0.498054,48,0.438348,25,97.081271,48,97.15784,25,9.614171,48,9.715854,25,166.316292,48,346.74732,25,-9.619518,48,-16.220983,25,38.26976,47,90.9876,24,-118.368628,47,-246.66725,24,0,0,212,212,34181
213,213,01-Aug-93,26.544938,48,26.44916,25,0.748362,48,0.77296,25,96.853958,48,96.89144,25,10.296871,48,10.162005,25,27.321935,48,77.06384,25,-2.040286,48,-3.443276,25,27.467744,48,67.676832,25,2.186337,48,-5.943272,25,0.002286,0,213,213,34182
214,214,02-Aug-93,26.149604,48,27.217,25,0.706692,48,0.630472,25,96.885479,48,96.9198,25,11.730942,48,11.71019,25,116.021535,48,232.837944,25,-2.137209,48,-5.668842,25,78.076725,48,154.865632,25,-35.8073,48,-72.303032,25,0,0,214,214,34183
215,215,03-Aug-93,25.340083,48,26.54932,25,0.714404,48,0.694544,25,97.059354,48,97.09856,25,11.884495,48,11.976935,25,149.609306,48,294.997356,25,-4.015331,48,-9.522338,25,67.848054,48,131.467852,25,-77.745719,48,-154.00668,25,0,0,215,215,34184
216,216,04-Aug-93,23.961146,48,25.04376,25,0.66699,48,0.598836,25,97.46875,48,97.55656,25,11.20965,48,11.242662,25,115.6569,48,231.471192,25,-1.030825,48,-4.336934,25,59.14392,45,109.639164,22,-81.061069,48,-172.66612,25,0,0,216,216,34185
